id,fold
503,3
504,3
505,1
506,0
507,3
508,2
509,1
510,4
511,4
512,0
513,1
514,2
515,3
516,4
517,3
518,2
519,0
520,1
521,2
522,0
523,1
524,4
525,4
526,4
527,4
528,1
529,0
530,4
531,0
532,2
533,3
534,0
535,1
536,2
537,2
538,0
539,3
540,4
541,2
542,4
543,3
544,2
545,3
546,4
547,2
548,1
549,4
550,2
551,4
552,1
553,0
554,2
555,0
556,1
557,0
558,0
559,3
560,3
561,0
562,2
563,1
564,2
565,1
566,4
567,3
568,3
569,2
570,4
571,4
572,1
573,0
574,2
575,4
576,0
577,2
578,1
579,4
580,4
581,3
582,4
583,0
584,3
585,3
586,2
587,0
588,0
589,3
590,0
591,3
592,4
593,4
594,0
595,4
596,3
597,4
598,4
599,3
600,2
601,2
602,2
603,1
604,3
605,4
606,4
607,4
608,3
609,4
610,1
611,1
612,3
613,1
614,3
615,3
616,0
617,3
618,4
619,1
620,3
621,3
622,1
623,4
624,3
625,1
626,3
627,2
628,2
629,1
630,0
631,1
632,2
633,0
634,1
635,4
636,4
637,4
638,0
639,4
640,1
641,3
642,0
643,3
644,0
645,3
646,3
647,0
648,1
649,1
650,4
651,4
652,3
653,3
654,0
655,1
656,4
657,4
658,0
659,4
660,2
661,4
662,3
663,4
664,1
665,0
666,1
667,2
668,4
669,1
670,2
671,1
672,1
673,1
674,1
675,3
676,0
677,1
678,0
679,2
680,4
681,2
682,3
683,0
684,4
685,0
686,2
687,2
688,0
689,4
690,4
691,3
692,4
693,2
694,2
695,0
696,2
697,2
698,3
699,2
700,3
701,3
702,3
703,1
704,3
705,1
706,2
707,4
708,2
709,2
710,3
711,3
712,2
713,2
714,2
715,4
716,0
717,3
718,1
719,3
720,0
721,3
722,1
723,4
724,2
725,4
726,1
727,0
728,4
729,4
730,4
731,3
732,3
733,3
734,4
735,0
736,4
737,1
738,1
739,2
740,3
741,3
742,1
743,2
744,3
745,3
746,0
747,4
748,3
749,0
750,2
751,0
752,3
753,4
754,0
755,1
756,3
757,0
758,4
759,1
760,4
761,1
762,4
763,4
764,4
765,3
766,1
767,2
768,2
769,4
770,4
771,3
772,4
773,3
774,0
775,4
776,1
777,3
778,4
779,1
780,1
781,3
782,0
783,2
784,0
785,0
786,0
787,1
788,1
789,2
790,3
791,1
792,2
793,2
794,3
795,3
796,0
797,1
798,3
799,2
800,0
801,2
802,0
803,1
804,4
805,3
806,2
807,4
808,2
809,4
810,1
811,3
812,1
813,4
814,3
815,1
816,2
817,4
818,4
819,2
820,2
821,0
822,3
823,0
824,1
825,2
826,3
827,2
828,2
829,0
830,4
831,2
832,0
833,3
834,4
835,1
836,2
837,3
838,1
839,1
840,4
841,1
842,0
843,4
844,0
845,4
846,1
847,4
848,2
849,2
850,4
851,0
852,0
853,4
854,3
855,4
856,4
857,1
858,3
859,3
860,2
861,4
862,2
863,2
864,2
865,3
866,0
867,4
868,4
869,3
870,4
871,1
872,0
873,0
874,4
875,4
876,0
877,0
878,1
879,1
880,2
881,1
882,3
883,1
884,3
885,0
886,4
887,2
888,0
889,3
890,4
891,0
892,4
893,1
894,3
895,4
896,1
897,0
898,3
899,1
900,3
901,1
902,3
903,0
904,4
905,1
906,2
907,2
908,4
909,4
910,2
911,3
912,3
913,0
914,0
915,2
916,2
917,2
918,2
919,0
920,0
921,2
922,3
923,4
924,1
925,0
926,1
927,1
928,0
929,2
930,0
931,1
932,4
933,0
934,3
935,3
936,2
937,2
938,2
939,2
940,4
941,0
942,1
943,4
944,0
945,3
946,3
947,3
948,3
949,0
950,3
951,3
952,3
953,2
954,3
955,1
956,0
957,3
958,0
959,4
960,3
961,2
962,1
963,4
964,0
965,3
966,3
967,0
968,3
969,4
970,2
971,2
972,1
973,1
974,0
975,3
976,2
977,4
978,2
979,1
980,1
981,2
982,1
983,3
984,2
985,1
986,4
987,2
988,4
989,0
990,3
991,3
992,1
993,4
994,3
995,1
996,0
997,3
998,2
999,4
1000,0
1001,0
1002,1
1003,4
1004,3
1005,3
1006,4
1007,0
1008,0
1009,2
1010,1
1011,0
1012,3
1013,4
1014,1
1015,0
1016,2
1017,0
1018,2
1019,3
1020,0
1021,0
1022,4
1023,1
1024,2
1025,4
1026,2
1027,0
1028,2
1029,3
1030,3
1031,0
1032,1
1033,0
1034,1
1035,3
1036,1
1037,2
1038,0
1039,2
1040,3
1041,3
1042,3
1043,0
1044,2
1045,2
1046,4
1047,0
1048,0
1049,4
1050,3
1051,1
1052,2
1053,0
1054,4
1055,3
1056,3
1057,3
1058,0
1059,2
1060,1
1061,1
1062,3
1063,1
1064,0
1065,2
1066,4
1067,1
1068,0
1069,3
1070,0
1071,3
1072,1
1073,4
1074,1
1075,0
1076,1
1077,2
1078,0
1079,4
1080,3
1081,2
1082,0
1083,0
1084,4
1085,2
1086,0
1087,4
1088,2
1089,1
1090,0
1091,3
1092,1
1093,2
1094,3
1095,3
1096,2
1097,4
1098,2
1099,1
1100,3
1101,0
1102,4
1103,1
1104,4
1105,3
1106,2
1107,0
1108,3
1109,3
1110,4
1111,0
1112,3
1113,2
1114,0
1115,0
1116,2
1117,2
1118,0
1119,1
1120,0
1121,2
1122,2
1123,0
1124,1
1125,1
1126,4
1127,2
1128,0
1129,0
1130,0
1131,1
1132,4
1133,0
1134,1
1135,3
1136,4
1137,2
1138,2
1139,4
1140,2
1141,2
1142,2
1143,2
1144,3
1145,0
1146,2
1147,4
1148,2
1149,2
1150,0
1151,0
1152,0
1153,0
1154,2
1155,2
1156,1
1157,3
1158,0
1159,4
1160,4
1161,1
1162,2
1163,1
1164,3
1165,4
1166,4
1167,0
1168,2
1169,1
1170,1
1171,2
1172,2
1173,1
1174,1
1175,1
1176,4
1177,4
1178,3
1179,3
1180,1
1181,0
1182,4
1183,3
1184,3
1185,1
1186,4
1187,1
1188,1
1189,1
1190,0
1191,4
1192,1
1193,2
1194,3
1195,2
1196,0
1197,2
1198,1
1199,4
1200,1
1201,0
1202,4
1203,1
1204,1
1205,2
1206,0
1207,4
1208,0
1209,2
1210,3
1211,3
1212,0
1213,4
1214,3
1215,3
1216,3
1217,3
1218,3
1219,3
1220,4
1221,3
1222,2
1223,4
1224,2
1225,1
1226,2
1227,2
1228,3
1229,2
1230,0
1231,0
1232,0
1233,0
1234,3
1235,0
1236,0
1237,4
1238,2
1239,4
1240,3
1241,2
1242,4
1243,2
1244,2
1245,1
1246,3
1247,1
1248,0
1249,2
1250,4
1251,4
1252,0
1253,0
1254,3
1255,4
1256,3
1257,1
1258,2
1259,0
1260,2
1261,1
1262,1
1263,4
1264,2
1265,1
1266,2
1267,4
1268,2
1269,3
1270,4
1271,0
1272,1
1273,4
1274,1
1275,0
1276,4
1277,2
1278,4
1279,0
1280,1
1281,3
1282,4
1283,1
1284,4
1285,2
1286,3
1287,2
1288,3
1289,3
1290,3
1291,4
1292,3
1293,3
1294,0
1295,1
1296,0
1297,0
1298,3
1299,2
1300,0
1301,1
1302,0
1303,1
1304,2
1305,4
1306,1
1307,3
1308,3
1309,4
1310,3
1311,0
1312,3
1313,1
1314,1
1315,1
1316,0
1317,2
1318,4
1319,3
1320,4
1321,3
1322,3
1323,3
1324,1
1325,1
1326,3
1327,2
1328,3
1329,0
1330,2
1331,1
1332,3
1333,3
1334,0
1335,0
1336,1
1337,4
1338,3
1339,3
1340,1
1341,1
1342,0
1343,1
1344,0
1345,3
1346,4
1347,3
1348,2
1349,4
1350,2
1351,0
1352,0
1353,4
1354,0
1355,3
1356,4
1357,3
1358,1
1359,4
1360,1
1361,1
1362,2
1363,0
1364,1
1365,2
1366,0
1367,3
1368,4
1369,2
1370,1
1371,4
1372,1
1373,4
1374,0
1375,3
1376,4
1377,0
1378,1
1379,0
1380,3
1381,1
1382,0
1383,1
1384,0
1385,2
1386,3
1387,1
1388,3
1389,4
1390,2
1391,2
1392,1
1393,3
1394,4
1395,1
1396,1
1397,4
1398,3
1399,3
1400,0
1401,0
1402,0
1403,3
1404,2
1405,2
1406,0
1407,0
1408,4
1409,3
1410,3
1411,4
1412,0
1413,2
1414,0
1415,0
1416,2
1417,1
1418,3
1419,4
1420,1
1421,3
1422,1
1423,3
1424,4
1425,3
1426,3
1427,4
1428,1
1429,3
1430,2
1431,4
1432,4
1433,2
1434,4
1435,4
1436,4
1437,3
1438,0
1439,0
1440,3
1441,0
1442,1
1443,3
1444,1
1445,3
1446,3
1447,4
1448,2
1449,1
1450,1
1451,0
1452,3
1453,0
1454,4
1455,2
1456,3
1457,1
1458,0
1459,0
1460,1
1461,2
1462,1
1463,2
1464,4
1465,3
1466,0
1467,2
1468,2
1469,0
1470,3
1471,3
1472,2
1473,1
1474,0
1475,2
1476,2
1477,0
1478,3
1479,4
1480,1
1481,0
1482,4
1483,4
1484,0
1485,1
1486,3
1487,2
1488,1
1489,2
1490,4
1491,4
1492,0
1493,4
1494,0
1495,4
1496,2
1497,0
1498,3
1499,1
1500,3
1501,0
1502,1
1503,1
1504,1
1505,4
1506,3
1507,1
1508,1
1509,0
1510,4
1511,4
1512,0
1513,4
1514,3
1515,1
1516,2
1517,2
1518,0
1519,0
1520,2
1521,4
1522,2
1523,0
1524,3
1525,1
1526,0
1527,0
1528,0
1529,0
1530,2
1531,4
1532,3
1533,4
1534,0
1535,4
1536,0
1537,0
1538,1
1539,2
1540,4
1541,1
1542,1
1543,0
1544,0
1545,1
1546,3
1547,1
1548,0
1549,0
1550,0
1551,3
1552,2
1553,4
1554,1
1555,4
1556,1
1557,4
1558,0
1559,2
1560,0
1561,0
1562,1
1563,2
1564,1
1565,4
1566,4
1567,3
1568,1
1569,4
1570,3
1571,0
1572,3
1573,0
1574,1
1575,3
1576,0
1577,1
1578,0
1579,2
1580,2
1581,1
1582,0
1583,4
1584,3
1585,4
1586,3
1587,0
1588,0
1589,3
1590,1
1591,2
1592,1
1593,4
1594,3
1595,4
1596,1
1597,4
1598,1
1599,2
1600,4
1601,3
1602,4
1603,1
1604,0
1605,4
1606,4
1607,2
1608,4
1609,2
1610,1
1611,1
1612,0
1613,0
1614,2
1615,3
1616,2
1617,0
1618,1
1619,2
1620,4
1621,1
1622,2
1623,2
1624,1
1625,2
1626,2
1627,1
1628,4
1629,3
1630,2
1631,0
1632,4
1633,1
1634,4
1635,4
1636,0
1637,4
1638,0
1639,0
1640,2
1641,2
1642,4
1643,0
1644,2
1645,1
1646,3
1647,0
1648,2
1649,3
1650,0
1651,2
1652,2
1653,3
1654,0
1655,1
1656,1
1657,2
1658,3
1659,1
1660,4
1661,4
1662,0
1663,4
1664,3
1665,4
1666,1
1667,3
1668,0
1669,2
1670,0
1671,4
1672,2
1673,0
1674,4
1675,3
1676,0
1677,2
1678,2
1679,3
1680,4
1681,2
1682,0
1683,1
1684,3
1685,1
1686,3
1687,1
1688,3
1689,4
1690,1
1691,1
1692,4
1693,3
1694,0
1695,4
1696,0
1697,3
1698,3
1699,3
1700,0
1701,3
1702,3
1703,2
1704,3
1705,1
1706,1
1707,4
1708,0
1709,0
1710,1
1711,1
1712,2
1713,3
1714,0
1715,1
1716,0
1717,4
1718,0
1719,4
1720,3
1721,4
1722,2
1723,3
1724,0
1725,4
1726,2
1727,1
1728,0
1729,0
1730,4
1731,2
1732,4
1733,1
1734,4
1735,1
1736,2
1737,4
1738,1
1739,3
1740,4
1741,3
1742,0
1743,0
1744,1
1745,4
1746,4
1747,2
1748,0
1749,1
1750,1
1751,3
1752,0
1753,4
1754,3
1755,0
1756,2
1757,2
1758,2
1759,4
1760,0
1761,4
1762,3
1763,0
1764,4
1765,1
1766,4
1767,4
1768,0
1769,3
1770,1
1771,0
1772,1
1773,3
1774,4
1775,4
1776,1
1777,0
1778,1
1779,4
1780,4
1781,2
1782,2
1783,1
1784,0
1785,0
1786,0
1787,0
1788,4
1789,1
1790,2
1791,3
1792,4
1793,2
1794,2
1795,0
1796,0
1797,1
1798,4
1799,2
1800,1
1801,0
1802,4
1803,3
1804,1
1805,0
1806,4
1807,0
1808,1
1809,2
1810,2
1811,3
1812,4
1813,2
1814,2
1815,2
1816,3
1817,1
1818,1
1819,3
1820,1
1821,3
1822,3
1823,0
1824,1
1825,4
1826,3
1827,2
1828,0
1829,3
1830,0
1831,2
1832,3
1833,3
1834,3
1835,4
1836,4
1837,1
1838,0
1839,1
1840,3
1841,1
1842,2
1843,3
1844,4
1845,3
1846,0
1847,4
1848,3
1849,3
1850,1
1851,0
1852,4
1853,2
1854,4
1855,4
1856,3
1857,0
1858,1
1859,2
1860,4
1861,4
1862,3
1863,0
1864,0
1865,1
1866,3
1867,2
1868,3
1869,4
1870,3
1871,4
1872,1
1873,3
1874,4
1875,0
1876,4
1877,0
1878,1
1879,3
1880,2
1881,0
1882,3
1883,4
1884,2
1885,1
1886,1
1887,2
1888,1
1889,2
1890,1
1891,1
1892,2
1893,0
1894,1
1895,2
1896,3
1897,2
1898,2
1899,4
1900,1
1901,1
1902,2
1903,3
1904,4
1905,3
1906,4
1907,2
1908,1
1909,1
1910,1
1911,4
1912,1
1913,2
1914,0
1915,4
1916,1
1917,2
1918,1
1919,0
1920,3
1921,4
1922,4
1923,2
1924,1
1925,1
1926,1
1927,3
1928,1
1929,4
1930,4
1931,4
1932,2
1933,2
1934,3
1935,1
1936,1
1937,3
1938,2
1939,2
1940,1
1941,2
1942,2
1943,0
1944,1
1945,1
1946,3
1947,3
1948,3
1949,4
1950,4
1951,1
1952,0
1953,0
1954,1
1955,4
1956,3
1957,0
1958,0
1959,3
1960,1
1961,0
1962,1
1963,2
1964,2
1965,3
1966,1
1967,2
1968,3
1969,0
1970,3
1971,3
1972,0
1973,0
1974,4
1975,0
1976,3
1977,4
1978,2
1979,4
1980,4
1981,1
1982,3
1983,0
1984,2
1985,0
1986,2
1987,4
1988,2
1989,1
1990,2
1991,3
1992,4
1993,4
1994,0
1995,3
1996,4
1997,3
1998,2
1999,3
2000,0
2001,1
2002,3
2003,0
2004,0
2005,3
2006,2
2007,2
2008,4
2009,3
2010,3
2011,3
2012,3
2013,0
2014,2
2015,3
2016,3
2017,4
2018,4
2019,2
2020,4
2021,0
2022,2
2023,3
2024,1
2025,3
2026,2
2027,0
2028,1
2029,4
2030,4
2031,0
2032,2
2033,4
2034,0
2035,2
2036,2
2037,0
2038,3
2039,1
2040,1
2041,0
2042,1
2043,1
2044,3
2045,1
2046,4
2047,3
2048,2
2049,4
2050,0
2051,3
2052,1
2053,4
2054,0
2055,2
2056,4
2057,4
2058,0
2059,0
2060,3
2061,1
2062,2
2063,3
2064,0
2065,3
2066,2
2067,1
2068,2
2069,4
2070,3
2071,0
2072,3
2073,0
2074,1
2075,4
2076,2
2077,3
2078,3
2079,4
2080,1
2081,0
2082,2
2083,2
2084,4
2085,2
2086,2
2087,0
2088,4
2089,3
2090,3
2091,0
2092,3
2093,3
2094,2
2095,1
2096,4
2097,4
2098,4
2099,1
2100,2
2101,0
2102,2
2103,0
2104,4
2105,4
2106,1
2107,3
2108,1
2109,4
2110,0
2111,2
2112,4
2113,3
2114,0
2115,4
2116,2
2117,1
2118,1
2119,3
2120,3
2121,0
2122,2
2123,0
2124,4
2125,2
2126,0
2127,2
2128,1
2129,1
2130,0
2131,2
2132,3
2133,2
2134,1
2135,2
2136,4
2137,2
2138,4
2139,3
2140,2
2141,3
2142,4
2143,4
2144,3
2145,4
2146,0
2147,1
2148,0
2149,2
2150,1
2151,0
2152,2
2153,0
2154,0
2155,4
2156,4
2157,1
2158,0
2159,0
2160,4
2161,4
2162,1
2163,1
2164,2
2165,3
2166,0
2167,0
2168,1
2169,1
2170,1
2171,0
2172,3
2173,1
2174,4
2175,0
2176,1
2177,3
2178,0
2179,0
2180,4
2181,1
2182,3
2183,2
2184,1
2185,0
2186,3
2187,1
2188,4
2189,0
2190,2
2191,1
2192,2
2193,0
2194,3
2195,0
2196,0
2197,3
2198,3
2199,0
2200,0
2201,2
2202,3
2203,3
2204,4
2205,1
2206,0
2207,2
2208,0
2209,4
2210,4
2211,2
2212,0
2213,0
2214,4
2215,0
2216,1
2217,3
2218,4
2219,3
2220,2
2221,2
2222,3
2223,1
2224,4
2225,1
2226,4
2227,1
2228,4
2229,1
2230,3
2231,2
2232,2
2233,1
2234,1
2235,1
2236,4
2237,3
2238,2
2239,4
2240,4
2241,0
2242,4
2243,1
2244,2
2245,3
2246,2
2247,1
2248,1
2249,1
2250,1
2251,0
2252,2
2253,3
2254,3
2255,0
2256,4
2257,2
2258,2
2259,4
2260,2
2261,0
2262,3
2263,4
2264,0
2265,2
2266,3
2267,0
2268,4
2269,1
2270,2
2271,2
2272,1
2273,2
2274,1
2275,0
2276,1
2277,4
2278,3
2279,3
2280,0
2281,3
2282,4
2283,2
2284,4
2285,4
2286,4
2287,2
2288,0
2289,1
2290,1
2291,3
2292,2
2293,3
2294,4
2295,2
2296,3
2297,4
2298,0
2299,4
2300,4
2301,1
2302,0
2303,4
2304,0
2305,2
2306,2
2307,3
2308,1
2309,4
2310,1
2311,1
2312,4
2313,4
2314,2
2315,4
2316,2
2317,0
2318,2
2319,3
2320,0
2321,4
2322,1
2323,2
2324,0
2325,3
2326,0
2327,4
2328,0
2329,2
2330,4
2331,0
2332,4
2333,1
2334,3
2335,3
2336,1
2337,1
2338,4
2339,1
2340,4
2341,1
2342,4
2343,2
2344,1
2345,2
2346,3
2347,2
2348,2
2349,3
2350,3
2351,3
2352,2
2353,2
2354,1
2355,4
2356,0
2357,0
2358,4
2359,1
2360,3
2361,4
2362,0
2363,0
2364,1
2365,1
2366,1
2367,4
2368,4
2369,1
2370,3
2371,3
2372,4
2373,4
2374,3
2375,0
2376,2
2377,0
2378,1
2379,0
2380,0
2381,4
2382,2
2383,2
2384,0
2385,4
2386,1
2387,1
2388,1
2389,1
2390,3
2391,1
2392,3
2393,2
2394,1
2395,0
2396,1
2397,1
2398,1
2399,3
2400,2
2401,1
2402,4
2403,1
2404,3
2405,2
2406,1
2407,1
2408,3
2409,3
2410,1
2411,4
2412,2
2413,3
2414,3
2415,0
2416,2
2417,0
2418,2
2419,3
2420,2
2421,3
2422,4
2423,0
2424,4
2425,3
2426,0
2427,3
2428,2
2429,1
2430,0
2431,3
2432,3
2433,2
2434,3
2435,4
2436,3
2437,2
2438,0
2439,0
2440,0
2441,2
2442,2
2443,0
2444,2
2445,4
2446,3
2447,0
2448,4
2449,1
2450,3
2451,1
2452,3
2453,3
2454,4
2455,3
2456,3
2457,4
2458,2
2459,0
2460,1
2461,4
2462,0
2463,4
2464,2
2465,4
2466,3
2467,2
2468,4
2469,4
2470,2
2471,4
2472,0
2473,1
2474,1
2475,0
2476,4
2477,1
2478,4
2479,4
2480,1
2481,2
2482,4
2483,2
2484,1
2485,2
2486,2
2487,3
2488,1
2489,2
2490,3
2491,4
2492,0
2493,1
2494,2
2495,3
2496,0
2497,1
2498,4
2499,3
2500,4
2501,3
2502,0
2503,1
2504,2
2505,0
2506,4
2507,1
2508,1
2509,2
2510,0
2511,2
2512,1
2513,0
2514,2
2515,0
2516,4
2517,2
2518,3
2519,2
2520,3
2521,0
2522,3
2523,3
2524,4
2525,2
2526,4
2527,1
2528,3
2529,4
2530,3
2531,3
2532,4
2533,3
2534,3
2535,1
2536,3
2537,4
2538,3
2539,1
2540,2
2541,3
2542,1
2543,1
2544,4
2545,3
2546,0
2547,1
2548,4
2549,3
2550,3
2551,3
2552,2
2553,4
2554,1
2555,1
2556,3
2557,1
2558,2
2559,2
2560,3
2561,2
2562,0
2563,2
2564,4
2565,1
2566,3
2567,1
2568,0
2569,4
2570,1
2571,1
2572,3
2573,2
2574,0
2575,1
2576,2
2577,1
2578,3
2579,0
2580,4
2581,0
2582,4
2583,4
2584,1
2585,2
2586,0
2587,2
2588,0
2589,1
2590,0
2591,0
2592,3
2593,4
2594,4
2595,2
2596,1
2597,4
2598,0
2599,4
2600,2
2601,1
2602,4
2603,2
2604,0
2605,2
2606,3
2607,4
2608,0
2609,0
2610,1
2611,1
2612,0
2613,0
2614,0
2615,0
2616,0
2617,1
2618,4
2619,2
2620,4
2621,0
2622,4
2623,2
2624,2
2625,3
2626,2
2627,0
2628,1
2629,4
2630,0
2631,3
2632,2
2633,2
2634,2
2635,3
2636,0
2637,3
2638,1
2639,1
2640,4
2641,4
2642,0
2643,3
2644,4
2645,4
2646,4
2647,2
2648,3
2649,4
2650,1
2651,0
2652,1
2653,2
2654,1
2655,4
2656,2
2657,1
2658,4
2659,3
2660,4
2661,1
2662,3
2663,0
2664,0
2665,3
2666,2
2667,2
2668,0
2669,2
2670,3
2671,4
2672,1
2673,0
2674,3
2675,3
2676,0
2677,1
2678,2
2679,2
2680,4
2681,1
2682,3
2683,0
2684,4
2685,4
2686,4
2687,2
2688,4
2689,0
2690,1
2691,1
2692,1
2693,4
2694,4
2695,3
2696,3
2697,4
2698,4
2699,1
2700,0
2701,3
2702,1
2703,1
2704,4
2705,0
2706,3
2707,2
2708,1
2709,4
2710,2
2711,4
2712,0
2713,1
2714,2
2715,2
2716,2
2717,2
2718,2
2719,4
2720,0
2721,2
2722,4
2723,4
2724,2
2725,1
2726,1
2727,4
2728,3
2729,4
2730,3
2731,3
2732,3
2733,1
2734,3
2735,0
2736,3
2737,4
2738,3
2739,0
2740,4
2741,3
2742,3
2743,2
2744,4
2745,3
2746,0
2747,1
2748,4
2749,0
2750,2
2751,1
2752,4
2753,1
2754,2
2755,2
2756,4
2757,4
2758,4
2759,2
2760,0
2761,2
2762,3
2763,1
2764,4
2765,1
2766,1
2767,0
2768,1
2769,0
2770,4
2771,2
2772,3
2773,0
2774,3
2775,4
2776,2
2777,1
2778,2
2779,2
2780,4
2781,2
2782,0
2783,3
2784,4
2785,4
2786,2
2787,0
2788,0
2789,4
2790,3
2791,1
2792,2
2793,0
2794,3
2795,3
2796,1
2797,1
2798,2
2799,1
2800,1
2801,1
2802,1
2803,3
2804,2
2805,4
2806,1
2807,2
2808,4
2809,4
2810,4
2811,2
2812,2
2813,0
2814,2
2815,3
2816,2
2817,0
2818,2
2819,4
2820,4
2821,4
2822,4
2823,2
2824,2
2825,0
2826,0
2827,2
2828,0
2829,4
2830,4
2831,2
2832,1
2833,2
2834,4
2835,0
2836,4
2837,0
2838,2
2839,0
2840,3
2841,2
2842,4
2843,0
2844,0
2845,3
2846,1
2847,3
2848,3
2849,4
2850,3
2851,2
2852,1
2853,1
2854,3
2855,1
2856,1
2857,1
2858,2
2859,3
2860,3
2861,1
2862,4
2863,2
2864,2
2865,3
2866,4
2867,0
2868,0
2869,3
2870,2
2871,4
2872,2
2873,4
2874,1
2875,3
2876,1
2877,1
2878,2
2879,0
2880,2
2881,4
2882,1
2883,1
2884,1
2885,1
2886,2
2887,0
2888,1
2889,4
2890,4
2891,4
2892,0
2893,3
2894,4
2895,3
2896,4
2897,1
2898,0
2899,1
2900,2
2901,0
2902,1
2903,0
2904,0
2905,1
2906,4
2907,0
2908,0
2909,2
2910,2
2911,4
2912,1
2913,4
2914,3
2915,3
2916,0
2917,1
2918,1
2919,4
2920,2
2921,2
2922,2
2923,0
2924,2
2925,3
2926,1
2927,4
2928,4
2929,0
2930,3
2931,1
2932,4
2933,1
2934,1
2935,4
2936,4
2937,0
2938,1
2939,0
2940,3
2941,1
2942,4
2943,0
2944,1
2945,1
2946,0
2947,3
2948,2
2949,1
2950,0
2951,4
2952,0
2953,3
2954,2
2955,0
2956,3
2957,1
2958,1
2959,3
2960,0
2961,3
2962,3
2963,4
2964,4
2965,1
2966,2
2967,0
2968,3
2969,2
2970,1
2971,4
2972,0
2973,1
2974,4
2975,1
2976,2
2977,1
2978,1
2979,1
2980,1
2981,3
2982,3
2983,2
2984,4
2985,2
2986,2
2987,1
2988,1
2989,4
2990,0
2991,0
2992,2
2993,2
2994,0
2995,4
2996,1
2997,2
